transcript	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	DomainType	Coverage_max	Subfamily_hits	Domains
HERVH-int_00034	20.010873546161914	0.9217635851112428	0.6214033450662039	1.483357938816758	0.137979336270538	0.4977333996422807	INT	0.299	HERVH	INT:0.30
HERVH-int_01365	26.407819180653732	-1.2993267446489714	0.8699118034598095	-1.493630434121361	0.13527224023893794	0.4977333996422807	AP | INT | RT	0.838	HERVH	AP:0.84 | RT:0.34 | INT:0.20
HERVK-int_00092	565.8305266402617	-0.7229927713106222	0.4901635472689153	-1.4750031399498815	0.1402116992507132	0.4977333996422807	AP | DUT | ENV | GAG | INT | ORFX | RNaseH | RT	1	HERVK	RNaseH:1.00 | INT:1.00 | GAG:0.99 | AP:0.66 | DUT:0.55 | ENV:0.45 | RT:0.33 | ORFX:0.18
HERVS71-int_00061	204.1841136788903	0.49512913919400064	0.33524385632938597	1.4769223353269243	0.13969645702591849	0.4977333996422807	NA	NA	NA	NA
HUERS-P3-int_00051	21.75683772750023	0.6702047976517794	0.4484412700069345	1.4945207822674653	0.13503955414982077	0.4977333996422807	INT	0.224	HUERS-P3	INT:0.22
LOR1-int_00287	17.607857897325847	0.7785909902337007	0.5270860164084777	1.4771611577536392	0.1396324429637263	0.4977333996422807	NA	NA	NA	NA
LOR1-int_00685	16.65907923716553	-0.8525299386938481	0.5687310077003643	-1.499003794677928	0.1338726476320248	0.4977333996422807	NA	NA	NA	NA
MER31-int_00675	14.609692888784215	0.8622883139062678	0.5805623044715514	1.4852640401638777	0.13747389364671173	0.4977333996422807	NA	NA	NA	NA
MER4-int_01188	682.8095209153967	-0.9160609849067738	0.6185658942838062	-1.4809432485239364	0.13862169702048072	0.4977333996422807	NA	NA	NA	NA
MER4B-int_00815	22.28200305059535	-1.380905749868284	0.9289705023373017	-1.4864904175040083	0.13714944962852635	0.4977333996422807	NA	NA	NA	NA
MER68-int_00053	673.9795912011407	0.4906967540434251	0.3315800647065152	1.4798741126905373	0.13890684541922682	0.4977333996422807	NA	NA	NA	NA
THE1-int_00045	53.044886435205925	1.3419370156997972	0.8973727844462931	1.4954064118713095	0.134808408179229	0.4977333996422807	NA	NA	NA	NA
HERV3-int_00138	47.12921929450302	1.7261085340337385	1.1731421068586918	1.4713550250580623	0.1411951296204651	0.4994300699750911	GAG | INT	0.238	HERV3	GAG:0.24 | INT:0.15
HERVH-int_00520	8.971181686625746	1.7537531912732984	1.195456112751871	1.467015955304507	0.14237171504611712	0.4995606109068857	ENV | GAG | RNaseH | RT	0.454	HERVH	RT:0.45 | RNaseH:0.44 | ENV:0.17 | GAG:0.10
MER4-int_01189	688.5120664122725	-0.8782905270449101	0.598833118477103	-1.4666699284743925	0.14246586708031075	0.4995606109068857	NA	NA	NA	NA
MLT-int_00078	33.40625457471283	0.9332260619914007	0.6366040053672183	1.4659443769177656	0.14266344093711444	0.4995606109068857	NA	NA	NA	NA
ERVL-E-int_04095	55.83326824941774	0.611565817832186	0.42163294771718524	1.4504697062773193	0.14692758099387165	0.5110736787394805	NA	NA	NA	NA
HERV9-int_00159	63.41543830003667	1.2094220363752703	0.8337996930751196	1.4504947008493438	0.14692061585170757	0.5110736787394805	AP | ENV | GAG | INT | RT	0.926	HERV9	AP:0.93 | RT:0.74 | INT:0.22 | ENV:0.20 | GAG:0.11
LOR1-int_00312	81.4117935457819	-0.8901783607568459	0.6161219434743053	-1.4448087268847125	0.14851161913877253	0.514873063702963	NA	NA	NA	NA
MER65-int_00385	18.78920769160352	1.3467996999887797	0.9391630663454594	1.4340424450777711	0.15156015067495637	0.5237078473817799	NA	NA	NA	NA
HERVIP10B3-int_00071	25.969677967653684	-0.7451659348280932	0.5233873924118765	-1.423736883294448	0.15452265257967662	0.5296366820056886	INT	0.281	HERVIP10B3	INT:0.28
HERVK9-int_00069	13.652652134425908	-1.7994513124008356	1.2675273577300628	-1.419654811729952	0.1557081997450316	0.5296366820056886	NA	NA	NA	NA
MER4B-int_00918	191.14369049851976	-0.6854738347884332	0.4825537917616946	-1.420512793580843	0.15545844669701814	0.5296366820056886	NA	NA	NA	NA
MER57-int_00275	20.20047238888527	1.5209524792273947	1.0704057559803395	1.4209120893921376	0.1553423179739698	0.5296366820056886	NA	NA	NA	NA
PRIMA41-int_00166	18.23507981920143	-0.8262366899376354	0.58213489971448	-1.4193216904584836	0.15580525124904687	0.5296366820056886	NA	NA	NA	NA
HERVE-int_00109	56.98116236755454	0.9554035597039806	0.6781600794557456	1.4088171637450784	0.15888923858906673	0.5297994675246906	AP | GAG | INT | RNaseH | RT	1	HERVE	AP:1.00 | RT:0.59 | RNaseH:0.51 | INT:0.48 | GAG:0.19
HERVH-int_00155	199.31186076888298	0.66533878199897	0.47190925745878315	1.4098871159718267	0.158573017617632	0.5297994675246906	ENV	0.278	HERVH	ENV:0.28
HERVH-int_00996	28.008353548727875	-1.1419015533791523	0.8085291305280191	-1.4123196187543925	0.15785587230112774	0.5297994675246906	AP | GAG | INT | RT	0.824	HERVH	AP:0.82 | RT:0.43 | INT:0.21 | GAG:0.10
HERVL66-int_00019	14.223392839810364	-0.7371890354513024	0.5219360684794065	-1.4124125155768745	0.15782853344106787	0.5297994675246906	NA	NA	NA	NA
LTR46-int_00014	30.92365346797427	1.069515352187104	0.7554445851014728	1.4157429588875066	0.15685077574354012	0.5297994675246906	NA	NA	NA	NA
MER65-int_00390	7.156713464223814	1.1810002030435651	0.8369441868433641	1.4110859739618358	0.1582192652055651	0.5297994675246906	NA	NA	NA	NA
LTR49-int_01425	11.237549379059267	-0.9839168749369239	0.6998620930816686	-1.4058725064026412	0.15976198671288153	0.5310184129790062	NA	NA	NA	NA
ERVL-E-int_04140	10.922329330598922	-0.8791552969959459	0.6267409369207145	-1.402741141045272	0.16069404431885498	0.5324261531703834	NA	NA	NA	NA
MST-int_00568	11.987170067862602	-0.9799782060991917	0.700544366740041	-1.398881002583015	0.16184867030408184	0.5345601192693176	NA	NA	NA	NA
MER4-int_00942	12.546846852783514	-0.7510295099934903	0.5385628599039887	-1.3945066879052497	0.16316465133572355	0.537211918077052	NA	NA	NA	NA
HERVK-int_00100	26.298488778199946	-1.08188284426281	0.7805761478429655	-1.3860055130463205	0.1657452200756061	0.5436988266695567	AP | DUT | ENV | GAG | INT | ORFX | RNaseH | RT	1	HERVK	RNaseH:1.00 | DUT:0.98 | RT:0.89 | AP:0.81 | INT:0.81 | ENV:0.68 | GAG:0.49 | ORFX:0.18
PABL_B-int_00280	23.107667113449672	-0.7487444502601995	0.5407641785347457	-1.384604380210607	0.16617347137942515	0.5436988266695567	INT	0.167	PABL_B	INT:0.17
MER4B-int_00816	10.778697933797577	-1.4840940839594319	1.0731974726330091	-1.3828713930142966	0.1667043032769317	0.5437364658284969	NA	NA	NA	NA
ERVL-E-int_04475	92.19631165201284	0.4343801629800378	0.31681240250021303	1.3710958269057845	0.17034508569809764	0.5511156535646541	NA	NA	NA	NA
HERV9-int_00036	119.27225704095885	0.7357160666751525	0.5376592321470379	1.3683687039785648	0.1711966952411805	0.5511156535646541	AP | ENV | GAG | RNaseH | RT	0.773	HERV9	RT:0.77 | RNaseH:0.64 | AP:0.40 | ENV:0.32 | GAG:0.20
HERVS71-int_00051	168.14304831631222	-0.9173743068825475	0.6706438999725552	-1.3679007695739709	0.17134313885288066	0.5511156535646541	GAG | RNaseH	0.386	HERVS71	GAG:0.39 | RNaseH:0.24
HUERS-P1-int_00316	109.27393550148659	-0.49148416201350104	0.3593388591742177	-1.367745651397016	0.1713917049520251	0.5511156535646541	NA	NA	NA	NA
LTR53-int_00026	41.54937153094787	-0.662614346951595	0.48469129676315525	-1.3670853002243653	0.17159857025986364	0.5511156535646541	NA	NA	NA	NA
MER57-int_00605	29.98116185865076	1.4973458832494153	1.0976463644507444	1.3641423428744086	0.172522770409894	0.5523894208536974	NA	NA	NA	NA
HERVIP10B3-int_00127	61.63255322906878	1.3264463068624879	0.9770361228399883	1.357622585137237	0.1745834726836847	0.5572832192067618	ENV | INT	0.545	HERVIP10B3	ENV:0.55 | INT:0.21
HERVH-int_00090	21.473899488864028	-1.67395864247707	1.2364718565464896	-1.353818636157637	0.17579424653025677	0.5594424805993278	AP | ENV | RNaseH | RT	0.971	HERVH	AP:0.97 | RNaseH:0.64 | RT:0.25 | ENV:0.09
ERVL-E-int_00403	31.98371788055668	0.8408383380021891	0.6245436310972307	1.3463244137562667	0.17819791569490145	0.5640656093648547	NA	NA	NA	NA
HERVH-int_00398	12.04410336062447	-1.243794287874501	0.92411380563265	-1.3459319407342878	0.17832446676195501	0.5640656093648547	AP | INT | RT	0.838	HERVH	AP:0.84 | RT:0.32 | INT:0.20
MER34B-int_00652	27.61637901530291	0.6784434872431728	0.5071773909199264	1.337684800997539	0.18099920763398664	0.5708017180505542	NA	NA	NA	NA
HERVL74-int_00063	71.0210141287757	-0.5898287551661341	0.4418047418826561	-1.3350439668273033	0.1818619569008638	0.5718002068324456	NA	NA	NA	NA
Harlequin-int_00187	19.4641313317059	-0.709962653454834	0.5343946118176439	-1.3285363245711406	0.18400099177609713	0.5767935281124961	ENV | GAG	0.225	Harlequin	ENV:0.23 | GAG:0.12
HERV-Fc2-int_00034	62.755024566762316	0.5730246151154047	0.43304431032484353	1.3232470706878852	0.1857532271460307	0.5771027561480538	INT | RNaseH | RT	0.536	HERV-Fc2	RNaseH:0.54 | INT:0.21 | RT:0.13
HERVH48-int_00078	115.76013427187635	-0.41592286000100026	0.31417875522064304	-1.323841453598299	0.18555570559579623	0.5771027561480538	AP | GAG | INT | RNaseH | RT	0.857	HERVH48	RNaseH:0.86 | AP:0.78 | INT:0.26 | RT:0.18 | GAG:0.09
LTR49-int_00407	30.687751102603457	0.5918754202940535	0.44689930713796394	1.324404425875141	0.18536876549244388	0.5771027561480538	NA	NA	NA	NA
HERVH-int_01352	845.6458302271388	-1.112432332983929	0.8532945247812425	-1.3036909304781032	0.19233898297958013	0.5871819941143085	AP | INT | RT	0.441	HERVH	AP:0.44 | RT:0.40 | INT:0.19
Harlequin-int_00023	25.254266896992156	0.5729962613132216	0.4399713094883317	1.3023491508562055	0.19279705671906228	0.5871819941143085	ENV | GAG	0.448	Harlequin	ENV:0.45 | GAG:0.11
MER4-int_01190	900.7965957477122	-0.7720485214725605	0.589072315377799	-1.310617561406549	0.1899870030653183	0.5871819941143085	NA	NA	NA	NA
MER4B-int_00917	258.0201350668865	-0.7007417626666331	0.5366947747604871	-1.3056616080887986	0.19166765929997598	0.5871819941143085	NA	NA	NA	NA
MLT1F-int_00093	239.31682890264034	0.49189711916243556	0.3778069637013961	1.3019800226636686	0.1929232148761434	0.5871819941143085	NA	NA	NA	NA
MST-int_00528	81.22046643686004	-0.582404946836936	0.44643372662416264	-1.3045720161891865	0.19203862226636603	0.5871819941143085	NA	NA	NA	NA
PRIMA4-int_00019	10.1627097838796	-0.8831212283011606	0.6744043530307516	-1.3094832860025918	0.19037069575498503	0.5871819941143085	NA	NA	NA	NA
ERV3-16A3_I-int_01047	24.472954172255378	0.6244502870307507	0.4835916645496858	1.2912759520208659	0.19660800634133294	0.5966625583750017	NA	NA	NA	NA
HERVH-int_00310	17.674538151452285	-1.6037621803325437	1.2446244399048676	-1.2885510913276994	0.19755419595860393	0.5978012808342726	AP | GAG | INT | RT	0.426	HERVH	AP:0.43 | RT:0.34 | INT:0.15 | GAG:0.13
HERVL-int_01165	34.231348312706	-0.6284309259366724	0.4886786161144871	-1.2859799983338012	0.19845004230852997	0.5987815397608959	DUT | INT | RT	0.467	HERVL	DUT:0.47 | RT:0.33 | INT:0.10
Harlequin-int_00114	2431.064868983288	0.4893963444321363	0.3819383572775341	1.281349032133262	0.20007109777777915	0.6019380441762494	ENV | GAG	0.149	Harlequin	ENV:0.15 | GAG:0.14
HUERS-P2-int_00114	30.19993652647755	-0.7151287945367402	0.563884979256771	-1.2682174926512784	0.2047202918462052	0.6141608755386155	GAG	0.112	HUERS-P2	GAG:0.11
HERVH-int_01251	265.38270623507174	-1.0801764415141166	0.8560371195362443	-1.2618336481708867	0.20700865165168317	0.6192515950837494	AP | GAG | RT	0.838	HERVH	AP:0.84 | RT:0.34 | GAG:0.13
MER57-int_00270	16.201212821523935	1.0142787715989554	0.8072945303898987	1.2563924731523817	0.2089737092426826	0.6233489275700532	NA	NA	NA	NA
HERVK13-int_00010	634.2500450372436	-0.38472167962150483	0.30675965160116586	-1.2541469440762745	0.2097886001014768	0.624001887233654	AP | DUT | ENV | GAG | INT | RNaseH | RT	1	HERVK13	INT:1.00 | RT:1.00 | RNaseH:0.98 | ENV:0.97 | DUT:0.88 | GAG:0.64 | AP:0.56
MER61-int_00461	21.61249446282941	-0.6825422560252538	0.5455272109137468	-1.2511607897285446	0.21087582054981013	0.6254588785145926	NA	NA	NA	NA
HERVIP10FH-int_00147	38.34821733133275	-0.5455213898859281	0.4396642798033844	-1.2407680472243106	0.21469144827990702	0.6296413062998953	NA	NA	NA	NA
HERVK9-int_00236	253.70210930144805	-0.33531366278095914	0.2692543320123344	-1.2453417565277969	0.2130061527830626	0.6296413062998953	NA	NA	NA	NA
MER41-int_00640	14.981583373701799	-0.6413654505161904	0.5167666405027562	-1.2411123324296116	0.21456425436999527	0.6296413062998953	NA	NA	NA	NA
MER57-int_00193	33.48447471242639	-0.581553684580644	0.46787662375369204	-1.2429637538095852	0.21388119047127696	0.6296413062998953	NA	NA	NA	NA
MER51-int_00254	249.98629055785239	0.5874093559718488	0.4758123989465707	1.234539825511797	0.21700181606552996	0.6346393894430443	NA	NA	NA	NA
HERV17-int_00288	14.668196112437565	-0.8158129681498572	0.6649832037645083	-1.226817404607354	0.2198912277231382	0.6412983716605173	AP | GAG | INT | RNaseH	0.971	HERV17	AP:0.97 | INT:0.47 | RNaseH:0.27 | GAG:0.04
HERVE-int_00156	131.96512889798092	0.8055060394087132	0.6616886809910612	1.2173489777734234	0.2234714668737336	0.6485629230336307	AP | ENV | GAG | INT | RNaseH | RT	0.657	HERVE	RNaseH:0.66 | RT:0.59 | AP:0.56 | ENV:0.35 | GAG:0.29 | INT:0.22
HERVH48-int_00042	17.650579920966575	0.8191881277319094	0.67404615977304	1.215329418993709	0.2242404757766708	0.6485629230336307	GAG	0.144	HERVH48	GAG:0.14
HERVIP10F-int_00008	33.91663168740166	-0.6248015870127902	0.5139063925562444	-1.2157887040574398	0.22406542294796422	0.6485629230336307	AP | GAG | INT | RNaseH | RT	0.338	HERVIP10F	AP:0.34 | RT:0.31 | RNaseH:0.26 | INT:0.26 | GAG:0.25
MER4B-int_00337	14.3021556821186	0.9845080658982076	0.815838172894827	1.2067443012685857	0.2275306323329876	0.6562660387125014	NA	NA	NA	NA
HERVH-int_00212	47.73057959412197	-0.8189593204507073	0.6840910749692325	-1.19714954691894	0.23124827091180486	0.6633340812182458	AP | GAG | RT	0.838	HERVH	AP:0.84 | RT:0.33 | GAG:0.10
MER57A-int_00202	18.26926467513807	-0.5674582130007725	0.4736444678910364	-1.198067857791001	0.23089060071117473	0.6633340812182458	NA	NA	NA	NA
HERVK11-int_00016	12.003774972326326	-0.6787181417327448	0.5683467869196683	-1.1941972002890493	0.23240083801371825	0.6648187907113743	ENV | GAG | GAGCOAT | INT	0.447	HERVK11	GAG:0.45 | ENV:0.24 | INT:0.09 | GAGCOAT:0.07
HERVIP10FH-int_00146	14.07793265512792	-0.7203816714558461	0.6067542602581135	-1.1872708914304044	0.23512078594626026	0.6683257346029858	NA	NA	NA	NA
HERVKC4-int_00028	42.520102115416314	-0.5328332755108478	0.4480460355822894	-1.1892377862876686	0.23434610916148294	0.6683257346029858	INT | RNaseH | RT	0.346	HERVKC4	RNaseH:0.35 | INT:0.25 | RT:0.25
HUERS-P3-int_00264	32.997061934432175	1.2736637416716092	1.0737307477024751	1.186204031501326	0.23554173454489186	0.6683257346029858	GAG | INT | RNaseH | RT	0.671	HUERS-P3	RNaseH:0.67 | RT:0.26 | INT:0.21 | GAG:0.09
HERVK9-int_00202	1973.1000460901425	-0.4720520342779088	0.4007004397228502	-1.178067173084237	0.23876982771900992	0.6756540800589281	AP | DUT | ENV | GAG | INT | RNaseH | RT	0.985	HERVK9	DUT:0.98 | RNaseH:0.96 | RT:0.73 | AP:0.52 | GAG:0.46 | INT:0.24 | ENV:0.06
HERVE_a-int_00100	88.94219761961384	0.4251193941559497	0.36157564759917293	1.1757412231125106	0.23969830026569705	0.67645315465818	AP | ENV | GAG | INT | RNaseH | RT	0.962	HERVE_a	RT:0.96 | AP:0.63 | INT:0.52 | RNaseH:0.48 | ENV:0.37 | GAG:0.28
HERV16-int_00789	17.513896090858896	0.9771114231028025	0.833639629083366	1.1721028955607495	0.2411557475462747	0.6787367410778216	NA	NA	NA	NA
HERVK22-int_00153	46.94031235619854	-0.5883503320035433	0.5035673962570156	-1.1683646248282034	0.24265971783312568	0.6811386717728756	INT | RNaseH | RT	0.403	HERVK22	INT:0.40 | RT:0.32 | RNaseH:0.21
MER110-int_00107	12.943380610150678	-0.662621966630327	0.5683213489531516	-1.1659283393996676	0.24364341990088742	0.6820712851236073	NA	NA	NA	NA
HERVL-int_01135	206.4285162577186	0.4545176705574595	0.3906316200786753	1.163545517554153	0.2446082416700926	0.6825968580906692	DUT | INT | RT	0.299	HERVL	DUT:0.30 | RT:0.20 | INT:0.17
HERVL66-int_00065	7.82173331311599	1.4448389240073918	1.2465800747515385	1.1590422093786226	0.24643898028488342	0.6825968580906692	NA	NA	NA	NA
HERVS71-int_00054	60.49000293854206	0.4752096889868411	0.40953473162720694	1.1603648049548507	0.24590030982583116	0.6825968580906692	ENV | GAG | INT | RNaseH	0.916	HERVS71	GAG:0.92 | RNaseH:0.59 | INT:0.34 | ENV:0.10
MST-int_00444	22.021984133634906	-0.8078430715785497	0.6965797422981731	-1.1597280577142453	0.2461595429038267	0.6825968580906692	NA	NA	NA	NA
HERV4_I-int_00038	15.929172467589437	0.6315656907626063	0.5460217349967988	1.1566676750813023	0.2474081612080337	0.6834732052369691	NA	NA	NA	NA
HERVH-int_00523	184.56268155723473	-0.3428468071578874	0.29753199862347646	-1.1523023027575476	0.24919687104767738	0.686602957860311	ENV | GAG | RNaseH | RT	0.958	HERVH	RT:0.96 | RNaseH:0.41 | ENV:0.33 | GAG:0.11
HERVE_a-int_00168	205.48547752643555	1.3832536534510327	1.211295817514088	1.1419618836708687	0.25346986368685326	0.6945015396557934	AP | ENV | GAG | INT | RNaseH | RT	0.926	HERVE_a	AP:0.93 | RT:0.62 | RNaseH:0.45 | INT:0.25 | ENV:0.18 | GAG:0.13
HERVFH21-int_00087	39.389008893499785	-0.46597538856070914	0.40779119010027615	-1.142681352302205	0.2531709149105556	0.6945015396557934	NA	NA	NA	NA
MER31-int_00371	34.61786467816377	-0.494711351999653	0.43374471651976015	-1.1405587968173334	0.2540535718129598	0.6945015396557934	NA	NA	NA	NA
HERV17-int_00283	366.1940916925977	0.31858809232840796	0.28207470453282546	1.1294458071171476	0.2587098184697415	0.6964667006433405	NA	NA	NA	NA
MER34-int_00322	21.59209931061225	0.7487340526855432	0.6629965743653223	1.129318131699694	0.258763654775797	0.6964667006433405	NA	NA	NA	NA
MER4-int_00394	10.937709862110532	0.6872638722204983	0.6047583766020019	1.1364272059893998	0.2557778149999799	0.6964667006433405	NA	NA	NA	NA
MER4-int_01001	35.27824389390489	0.5188922144496501	0.45807031421869426	1.1327785240453672	0.2573072723009537	0.6964667006433405	NA	NA	NA	NA
MER51-int_00286	28.06940641549277	-0.4662624111832932	0.4120751438488657	-1.1314985097822388	0.2578453302981167	0.6964667006433405	NA	NA	NA	NA
PRIMA4-int_00040	55.4297175363294	-0.44201445032003805	0.38943982092037693	-1.1350006511286124	0.2563750455599253	0.6964667006433405	NA	NA	NA	NA
HERVK11-int_00099	49.92392746766556	-0.96785482414665025	0.8605147663831316	-1.1247393559725702	0.2606994992316398	0.6980879173798642	ENV | GAG | INT | RNaseH | RT	0.444	HERVK11	RT:0.44 | RNaseH:0.44 | ENV:0.36 | GAG:0.17 | INT:0.10
HUERS-P1-int_00154	10.21029422573644	-0.7391012201760343	0.6562875586799458	-1.1261850242333704	0.26008721104935567	0.6980879173798642	NA	NA	NA	NA
MER57A-int_01013	17.5475761123805	0.820084669828942	0.7312876663225075	1.1214255450976987	0.2621067676316226	0.6991322262938949	NA	NA	NA	NA
MER68-int_00007	11.244646316331215	-0.672251313405333	0.5998613074203036	-1.1206779051916878	0.2624249903853875	0.6991322262938949	NA	NA	NA	NA
MER51-int_00285	153.8407070715047	-0.43303116489454335	0.389136596683724	-1.1127998974778905	0.2657943794557872	0.7063114601274345	NA	NA	NA	NA
ERVL-E-int_03424	30.85311416427688	0.5895164670555524	0.5341021857265977	1.1037522084909062	0.2697006413745467	0.7069823640645561	NA	NA	NA	NA
ERVL-E-int_04155	22.210766323459396	-0.5357034277691834	0.48568766390393725	-1.1029792757411658	0.2700361651159298	0.7069823640645561	NA	NA	NA	NA
HERV9NC-int_00069	17.40379632299747	0.5782231766032581	0.5235793750470771	1.1043658405208718	0.26943447251045965	0.7069823640645561	ENV	0.129	HERV9NC	ENV:0.13
HERVH-int_01387	108.50238153845515	1.245439414428993	1.129272655533756	1.1028686547274362	0.27008420819454243	0.7069823640645561	AP | INT | RT	0.441	HERVH	AP:0.44 | RT:0.40 | INT:0.19
HERVI-int_00032	11.584770162733927	1.4892463950635697	1.3518292849396754	1.101652709890825	0.2706126834857762	0.7069823640645561	NA	NA	NA	NA
LTR53-int_00252	9.418438068882155	-0.650851610519693	0.5906556024263449	-1.1019138866135696	0.2704991108373226	0.7069823640645561	RT	0.277	LTR53	RT:0.28
MER34B-int_00644	10471.437786313214	0.34884288219544307	0.3167604764040388	1.1012828562313501	0.270773570190914	0.7069823640645561	NA	NA	NA	NA
HERVE-int_00145	53.98599870126512	0.6367037543922419	0.5845638803459257	1.0891944846394916	0.27606813059551066	0.7081673313704351	AP | ENV | GAG | INT | RNaseH | RT	0.657	HERVE	RNaseH:0.66 | RT:0.59 | AP:0.56 | ENV:0.35 | GAG:0.29 | INT:0.22
HERVH-int_01267	20.859361546469398	-0.6387817637631819	0.5864933561213312	-1.089154305153004	0.27608584564966215	0.7081673313704351	AP | GAG | RT	0.838	HERVH	AP:0.84 | GAG:0.14 | RT:0.09
HERVK-int_00118	35.830473361864826	-1.1358150175535047	1.0440417954095162	-1.0879018661393638	0.27663843221634	0.7081673313704351	AP | DUT | ENV | GAG | INT | ORFX | RNaseH | RT	1	HERVK	AP:1.00 | DUT:1.00 | GAG:1.00 | INT:1.00 | RNaseH:1.00 | RT:1.00 | ENV:0.99 | ORFX:0.18
HERVK14-int_00012	9.54470577249813	0.8061053950445882	0.7372765490998905	1.0933555339970165	0.27423772879852126	0.7081673313704351	AP | DUT | GAG | INT | ORFX | RNaseH | RT	0.967	HERVK14	AP:0.97 | GAG:0.95 | DUT:0.78 | ORFX:0.75 | INT:0.25 | RNaseH:0.22 | RT:0.20
Harlequin-int_00074	675.20135670338	-0.2889577746789159	0.264146764264882	-1.093928882616006	0.2739861702016479	0.7081673313704351	ENV | GAG	0.374	Harlequin	ENV:0.37 | GAG:0.10
MER34-int_00241	372.788564550452	0.45096096835326116	0.4107918956801897	1.097784481864131	0.27229860922114163	0.7081673313704351	ENV	0.304	MER34	ENV:0.30
MER57A-int_00201	11.065485790222262	-0.7167804141255943	0.6574331218019858	-1.090271223574713	0.2755936873235785	0.7081673313704351	NA	NA	NA	NA
PRIMA41-int_00116	20.82251254240797	-0.816840347071668	0.74761485089717294	-1.0925951324955907	0.27457160080240867	0.7081673313704351	ENV | INT | RNaseH	0.357	PRIMA41	RNaseH:0.36 | INT:0.31 | ENV:0.27
HERVIP10B3-int_00077	131.8409628200805	-0.44922416844740537	0.41481609050462326	-1.0829477899493356	0.2788315978859264	0.711640942282157	NA	NA	NA	NA
LTR53-int_00148	30.467058165771395	0.49558417207848504	0.45812343314261933	1.081769969020999	0.27935475384715047	0.711640942282157	INT	0.137	LTR53	INT:0.14
HERV16-int_02155	91.84493868487439	0.37089115242162546	0.34562325586539216	1.0731082070648459	0.28322256911380833	0.7127272166707683	NA	NA	NA	NA
HERVH-int_00978	16.187530829198828	-1.1785138569975069	1.0996922731749263	-1.071676036783467	0.2838655676711656	0.7127272166707683	AP | GAG | INT | RT	0.838	HERVH	AP:0.84 | RT:0.41 | INT:0.20 | GAG:0.13
HERVK9-int_00234	174.060577394019	0.6070734734135069	0.5641052555728636	1.0761705681983196	0.28185097996284325	0.7127272166707683	ENV | INT | RNaseH	0.926	HERVK9	RNaseH:0.93 | INT:0.31 | ENV:0.25
HERVL-int_00784	29.12013637901952	-0.7245429867747883	0.6718279979179694	-1.0784650074426572	0.2808262897348859	0.7127272166707683	DUT	0.533	HERVL	DUT:0.53
LOR1-int_00616	33.25998678800631	-0.5591593211261972	0.5194647028127958	-1.0764144668510933	0.2817419351813079	0.7127272166707683	INT	0.257	LOR1	INT:0.26
MLT1J-int_00304	60.559804981089314	0.5778911050591111	0.5392335893115203	1.071689739871264	0.28385941074450166	0.7127272166707683	NA	NA	NA	NA
HERVK-int_00095	9.243225136754637	0.9120511090135414	0.8528167073054006	1.0694573654581658	0.2848636302116114	0.7135220594056391	NA	NA	NA	NA
HERVIP10FH-int_00104	9.660522831461375	0.7802033912947014	0.7317922399416523	1.0661542289064299	0.2863539289391341	0.7138394371411271	NA	NA	NA	NA
MER4-int_01702	12.23318571477549	-0.8945019761476853	0.8381960928060674	-1.0671750725455187	0.2858927866833133	0.7138394371411271	NA	NA	NA	NA
MER4-int_00399	981.2286034634516	0.3467427680848944	0.32659654573920605	1.0616853503459143	0.2883785521075821	0.7171789645050796	NA	NA	NA	NA
HERVS71-int_00084	15.227231892521445	1.419897734479829	1.3444410265520805	1.0561249667612886	0.290911125234498	0.7217629102381976	AP | GAG | INT | RNaseH | RT	0.525	HERVS71	RT:0.53 | AP:0.50 | RNaseH:0.36 | INT:0.25 | GAG:0.14
HERVK11-int_00078	850.4770421642789	-0.7432783600775416	0.7049770891347824	-1.0543298094832645	0.2917319454962051	0.7220882906253587	ENV | GAG | RT	0.554	HERVK11	ENV:0.55 | RT:0.55 | GAG:0.24
ERVL-E-int_03844	103.77033498128078	-0.4698334988479645	0.45126722800461727	-1.041142519755849	0.2978094081765734	0.7227634052260521	NA	NA	NA	NA
HERV30-int_00009	11.483267737645448	-0.6318071127532829	0.610236422123732	-1.035348087802562	0.30050637987234596	0.7227634052260521	NA	NA	NA	NA
HERVE-int_00022	50.14025793839243	-0.5156895658019508	0.49386759770299843	-1.0441858672252389	0.29639940434523604	0.7227634052260521	AP | ENV | GAG | INT | RNaseH | RT	0.979	HERVE	RNaseH:0.98 | RT:0.75 | ENV:0.50 | AP:0.44 | INT:0.35 | GAG:0.27
HERVH-int_00513	8.463543931924992	0.7383251011572336	0.7087947770791423	1.041662728102741	0.2975680750289564	0.7227634052260521	AP | GAG | INT | RT	0.838	HERVH	AP:0.84 | RT:0.34 | INT:0.20 | GAG:0.13
HERVIP10FH-int_00353	18.356656970908972	1.078053228869814	1.038068333811856	1.0385185577438152	0.29902870008810184	0.7227634052260521	RNaseH	0.45	HERVIP10FH	RNaseH:0.45
HERVK22-int_00018	13.116409235649703	-0.5456636967436475	0.5217612405251447	-1.045811099717651	0.2956482554467746	0.7227634052260521	NA	NA	NA	NA
HERVK22-int_00044	565.326009476051	-0.34218069838288634	0.33038564162492673	-1.0357008758006199	0.3003417136589321	0.7227634052260521	ENV | INT | ORFX | RNaseH | RT	0.662	HERVK22	RNaseH:0.66 | INT:0.50 | RT:0.47 | ENV:0.28 | ORFX:0.21
