transcript	logFC	AveExpr	t	P.Value	adj.P.Val	B	DomainType	Coverage_max	Subfamily_hits	Domains
HERVH-int_00198	-3.0002449441945953	6.241289629766221	-3.039178158533875	0.013611599977828528	0.029294530387065743	-3.244313735499987	AP | ENV | GAG | INT | RNaseH | RT	1	HERVH	RNaseH:1.00 | RT:0.73 | INT:0.60 | AP:0.43 | ENV:0.38 | GAG:0.17
MER101-int_00131	1.2536787327892216	6.376618177748903	3.0063397546401256	0.014365933090910095	0.030806369155236806	-3.2954810303187783	NA	NA	NA	NA
HERVH-int_01086	-2.0265510838782586	6.618951997098728	-2.97025576079016	0.015244394598778894	0.0325725553657362	-3.3842045509863907	AP | RT	0.838	HERVH	AP:0.84 | RT:0.43
HUERS-P3-int_00051	-1.5758469462894296	6.039528465442944	-2.964129783872848	0.015398905547619872	0.03278476664977134	-3.344288520378352	INT	0.224	HUERS-P3	INT:0.22
LOR1-int_00514	0.9356058119632129	7.411653816404473	2.9542126617973756	0.015652442109807544	0.033145325251910815	-3.5910065616302287	NA	NA	NA	NA
HERV4_I-int_00099	1.5767812513673058	6.121403291401966	2.9515646006062077	0.01572086065522248	0.033145325251910815	-3.3605323829069107	NA	NA	NA	NA
PRIMA41-int_00336	1.3204875868175832	7.035558617927071	2.9509933799713823	0.015735659463028368	0.033145325251910815	-3.4929609781726985	RNaseH	0.479	PRIMA41	RNaseH:0.48
HERVL-int_01173	1.3935734504842876	6.250131779784867	2.926724235358859	0.016377742671437014	0.03437589804534836	-3.4130788809770007	DUT | INT | RNaseH | RT	0.675	HERVL	RT:0.68 | RNaseH:0.37 | DUT:0.29 | INT:0.17
MER61-int_00159	1.2578004451101632	6.699229611767476	2.9182191605056413	0.01660904073062497	0.03471418425270695	-3.489586827736875	NA	NA	NA	NA
LTR37-int_00897	-1.2426253639480145	6.639012724814443	-2.916514637255465	0.016655795474783637	0.03471418425270695	-3.4740268813123163	NA	NA	NA	NA
ERVL-E-int_05074	-0.9964527394701994	7.015435511048649	-2.9024166941304967	0.017047686222559963	0.035321689285282204	-3.555392643540484	NA	NA	NA	NA
HERVK3-int_00133	-1.1067697976239228	6.856195833780157	-2.9017587599171146	0.017066203408882142	0.035321689285282204	-3.522656848943001	NA	NA	NA	NA
HERVH-int_00923	1.2336496519277058	6.7142982496463075	2.8727284929872656	0.01790399395678629	0.03692698753587172	-3.5669109972054076	ENV | INT | RNaseH | RT	0.424	HERVH	INT:0.42 | RNaseH:0.41 | RT:0.26 | ENV:0.08
LTR46-int_00031	1.1788175215171899	6.95558772979164	2.870526419514426	0.017969229476224237	0.03693329518642628	-3.623673729917178	AP | GAG | RT	0.985	LTR46	AP:0.98 | RT:0.34 | GAG:0.08
MER61-int_00209	0.9728419901764864	8.152793278731608	2.857724114710639	0.018353315896523864	0.03759265393977646	-3.8530316776359395	NA	NA	NA	NA
HERV17-int_00283	1.0670925852882724	8.57070061188091	2.849358087174519	0.01860881283675349	0.03798499939873392	-3.9263779513345423	NA	NA	NA	NA
MER51-int_00193	0.6064481701834723	10.585325579876272	2.8352537460576888	0.019047777516798224	0.038729347179608735	-4.161170832264398	NA	NA	NA	NA
HERVIP10F-int_00022	-1.2268218560426503	7.544104761768496	-2.8334753045611136	0.019103869905093197	0.038729347179608735	-3.78019399115215	ENV	0.294	HERVIP10F	ENV:0.29
Harlequin-int_00080	1.5992067471330662	6.613701886498223	2.822259670376385	0.01946150203825022	0.039160176932275914	-3.6290032978619275	ENV	0.176	Harlequin	ENV:0.18
ERVL40-int_00338	1.0142096327437908	8.962231016723852	2.8218453455068824	0.019474843120238592	0.039160176932275914	-4.027732665078817	NA	NA	NA	NA
HERVE-int_00172	0.7867047834958967	8.56609218140418	2.820625913462964	0.01951416224234625	0.039160176932275914	-3.975237456412442	ENV | INT | RNaseH	0.55	HERVE	RNaseH:0.55 | INT:0.46 | ENV:0.40
MER4B-int_00483	1.020292485435037	6.827775276496352	2.811059781538809	0.01982542129528305	0.0396508425905661	-3.7029288456823046	NA	NA	NA	NA
MER57A-int_00199	0.6316446033766289	9.641631173259285	2.8028527986392677	0.02009647217786995	0.04002024453781196	-4.15168182134779	NA	NA	NA	NA
ERVL-B4-int_00811	1.0752388572649723	8.165103701105101	2.8013992023947285	0.02014487056701309	0.04002024453781196	-3.9473052755573117	NA	NA	NA	NA
HERVIP10FH-int_00253	-1.4073583775750222	10.02280848062897	-2.7974470964581815	0.020277057201396113	0.0401485732587643	-4.161628106815085	RNaseH	0.45	HERVIP10FH	RNaseH:0.45
MLT1F-int_00093	0.6975568062516859	9.026267077080048	2.7574277180378735	0.021666167143858255	0.04275648931379337	-4.1452209851865565	NA	NA	NA	NA
ERV24B_Prim-int_00202	-0.7833235273590419	8.717748404878332	-2.7544269564684427	0.021774133490795412	0.04282726918388237	-4.102242686135551	NA	NA	NA	NA
HERVH-int_01249	-1.3044995078799715	8.06884050131956	-2.7493714852347275	0.021957260577950666	0.04304492667756665	-4.015086129506023	GAG | RT	0.248	HERVH	RT:0.25 | GAG:0.12
HERVK9-int_00153	1.1621187085374682	6.3197955855769905	2.739881343033616	0.022305246527829923	0.0435832777550361	-3.719728032902882	AP | DUT | GAG	0.922	HERVK9	AP:0.92 | DUT:0.72 | GAG:0.11
HERVK22-int_00100	0.5511093932077737	10.045343142618295	2.694702093511856	0.024039896719889195	0.04681868410365306	-4.368516221934472	DUT | ENV | GAG | INT | RNaseH | RT	0.795	HERVK22	RT:0.80 | RNaseH:0.75 | DUT:0.39 | INT:0.34 | GAG:0.33 | ENV:0.27
ERVL-E-int_03947	1.3249924758065625	6.688913087712847	2.6798696497394023	0.024638584431988162	0.04782784036797702	-3.8755908697115076	NA	NA	NA	NA
HERVK9-int_00147	0.5641668419502535	13.422609309255707	2.6469854076812798	0.0260200306030835	0.05034494520596612	-4.5010750333140654	AP | DUT | ENV | INT | RNaseH | RT	0.867	HERVK9	AP:0.87 | DUT:0.74 | RT:0.63 | INT:0.54 | RNaseH:0.54 | ENV:0.10
PABL_A-int_00044	-1.5256493990390574	6.7481196410681035	-2.6334646387023417	0.026610400524110595	0.051320058153641865	-3.9453338792804757	NA	NA	NA	NA
ERVL-E-int_00037	-0.6394006523316738	9.428475631058305	-2.618099416277497	0.02729766575096837	0.05238530757515654	-4.422352135338716	NA	NA	NA	NA
HERV9-int_00183	-1.2769134155248778	7.5786099876673205	-2.617184785740904	0.027339133582994155	0.05238530757515654	-4.145063221801484	AP | ENV | GAG | INT | RNaseH | RT	0.879	HERV9	RNaseH:0.88 | INT:0.56 | AP:0.40 | RT:0.27 | ENV:0.26 | GAG:0.15
HERVK9-int_00069	-0.7119486813579365	10.459482941539854	-2.61013113741078	0.027661065826232734	0.052718142849439625	-4.522588453601253	NA	NA	NA	NA
HERVL74-int_00064	0.8795112364995739	8.363435817370958	2.609493872617131	0.02769033765829152	0.052718142849439625	-4.29512024906917	NA	NA	NA	NA
HERVK22-int_00047	0.517178831876032	10.906768860921119	2.6021261618181732	0.02803102797253745	0.05319626394788257	-4.554833166000213	INT | RNaseH | RT	0.647	HERVK22	RNaseH:0.65 | INT:0.42 | RT:0.34
HERVE-int_00145	2.0244987425323773	7.4623678068850285	2.5886015954648687	0.028667395880207825	0.05423067883071162	-4.143277292085028	AP | ENV | GAG | INT | RNaseH | RT	0.657	HERVE	RNaseH:0.66 | RT:0.59 | AP:0.56 | ENV:0.35 | GAG:0.29 | INT:0.22
MER61-int_00460	-0.6541397841519454	8.677213255931488	-2.584971125912199	0.028840671170641034	0.05438526563606595	-4.377796437983591	NA	NA	NA	NA
HERVL18-int_00111	0.977905669220615	6.4641301754383145	2.582509263852836	0.028958767724025707	0.054435151987567314	-3.9961621566043277	ENV	0.094	HERVL18	ENV:0.09
ERVL-B4-int_01670	-1.0349054015207322	7.073773116823461	-2.5484345383199183	0.030643947114073963	0.05742115011280736	-4.145072447233228	RT	0.167	ERVL-B4	RT:0.17
HERV16-int_01450	1.2946850756638684	6.5673183594170395	2.544919917504795	0.030823249252865555	0.05757550332139038	-4.078189837043576	NA	NA	NA	NA
HERVK9-int_00096	1.0438308330116397	6.692770433770363	2.535143846200794	0.03132751737393051	0.05833399786869819	-4.122399084702403	AP | DUT | ENV | GAG | RNaseH | RT	0.985	HERVK9	DUT:0.98 | AP:0.80 | RT:0.65 | GAG:0.63 | RNaseH:0.48 | ENV:0.20
HERV9NC-int_00007	-1.37636269170058	6.520330735309361	-2.5315635350263346	0.03151425059542689	0.05849832766776116	-4.0942890319471505	AP | ENV | GAG | RNaseH | RT	0.529	HERV9NC	RNaseH:0.53 | RT:0.44 | AP:0.41 | ENV:0.28 | GAG:0.20
HERVH-int_00989	-1.90056909955451	8.172893195561677	-2.5215083956587216	0.03204464483032676	0.05900725833534649	-4.393560951777166	INT | RT	0.361	HERVH	RT:0.36 | INT:0.15
MLT-int_00286	-0.6620324297147607	12.756940899474904	-2.5212963848228713	0.032055923457123256	0.05900725833534649	-4.699946895820824	NA	NA	NA	NA
HERV9-int_00086	1.0160408902613176	7.510874846130427	2.5207231496488025	0.03208643845507898	0.05900725833534649	-4.320125406410899	NA	NA	NA	NA
HERV16-int_00533	-1.2839638808944869	9.18922999932074	-2.5124466891687525	0.032530261348313175	0.059638812471907485	-4.553450571438269	NA	NA	NA	NA
HERVK9-int_00064	-1.8985196384181786	7.300605953262538	-2.500281621929327	0.0331937410957168	0.06066794526417163	-4.222238161321496	AP | DUT | GAG | INT | RNaseH | RT	1	HERVK9	INT:1.00 | DUT:0.98 | AP:0.93 | RT:0.57 | RNaseH:0.52 | GAG:0.32
MER57-int_00687	0.7466898719335131	8.685349648083381	2.4950851458601733	0.03348124890745359	0.06087933119596377	-4.529440256625235	NA	NA	NA	NA
ERVL-E-int_06624	-1.4054640717059914	5.964387202906382	-2.494489197894555	0.03351437929474773	0.06087933119596377	-4.094855814021162	NA	NA	NA	NA
HERV-Fc2-int_00020	-1.2907411443944128	7.583477087821617	-2.4888090954785382	0.03383179438683061	0.06126855446883348	-4.351699690314119	AP | ENV | GAG | INT | RNaseH | RT	0.879	HERV-Fc2	RNaseH:0.88 | AP:0.84 | RT:0.50 | ENV:0.33 | INT:0.27 | GAG:0.20
MER34B-int_00442	-1.183311656577262	6.496434053628261	-2.4851998175625525	0.03403504069349243	0.061449283197369316	-4.1668164900388085	NA	NA	NA	NA
HERVE_a-int_00111	-1.4209044528048376	7.422641140640158	-2.4831144974641424	0.03415302290731368	0.061475441233164625	-4.305463458141563	ENV	0.374	HERVE_a	ENV:0.37
MER21-int_00548	0.9436564001661262	7.316760220901809	2.465355246498453	0.03517442067391235	0.06312267637554059	-4.37790060773791	NA	NA	NA	NA
HERVH-int_00914	-1.2032409865691156	7.786903165272077	-2.4589372786505352	0.03555096120931305	0.06360623782630107	-4.451738143108998	AP | GAG | INT | RT	0.985	HERVH	AP:0.98 | RT:0.50 | GAG:0.13 | INT:0.13
HERVIP10FH-int_00105	0.6953924196800674	8.063187731155308	2.4510239103705618	0.0360207512652436	0.06425323198665076	-4.512500404504123	NA	NA	NA	NA
HERVK9-int_00116	0.8302580432466433	8.56157337299592	2.4405748925852535	0.03665052546351797	0.06518087462673555	-4.600432126598959	AP | DUT | ENV | INT | RNaseH | RT	0.789	HERVK9	AP:0.79 | RNaseH:0.68 | DUT:0.52 | INT:0.47 | RT:0.22 | ENV:0.14
HERVIP10FH-int_00251	-1.8677343252842218	8.046309550915876	-2.4313541075759963	0.0372153356430396	0.06598778917004634	-4.517491287177698	INT	0.125	HERVIP10FH	INT:0.12
HERVK9-int_00032	-0.5627832681536683	10.907925151148179	-2.4165062902922463	0.03814300391176027	0.06743138191543334	-4.855094373044608	AP | DUT | ENV | GAG | INT | RNaseH | RT	0.724	HERVK9	DUT:0.72 | RNaseH:0.62 | AP:0.49 | GAG:0.43 | INT:0.35 | RT:0.32 | ENV:0.23
MLT-int_00346	0.8508922734337356	6.651679007072702	2.4135993911981735	0.03832728477171415	0.06755610431572168	-4.313345374086437	NA	NA	NA	NA
HERVH-int_00629	-0.7437924365407897	8.722432747670819	-2.410046988624934	0.03855368362664983	0.06775410672849112	-4.6696452897506004	INT	0.149	HERVH	INT:0.15
MER4-int_00212	0.6973658686839947	7.655671019018532	2.4076018883258716	0.03871028112936574	0.06782863419127802	-4.5255716819590095	NA	NA	NA	NA
MER61-int_00405	0.7534350341319687	9.493153132156007	2.3966098864084087	0.039422075424348675	0.0687814670471859	-4.802569569299454	NA	NA	NA	NA
HERV3-int_00118	-0.7312053698196708	9.781720864991483	-2.395637582971154	0.03948565700856969	0.0687814670471859	-4.823877268272733	GAG | INT | RNaseH | RT	0.899	HERV3	INT:0.90 | RT:0.89 | RNaseH:0.67 | GAG:0.16
HERV9NC-int_00031	-1.5671143762872892	6.272652944452568	-2.3860312896090345	0.04011931028265738	0.06962323176189147	-4.308216966041677	AP | ENV | GAG | RNaseH | RT	0.956	HERV9NC	AP:0.96 | RNaseH:0.64 | RT:0.62 | ENV:0.17 | GAG:0.07
ERVL40-int_00870	0.5068518033441738	10.794918091718067	2.3847690453799366	0.04020331396351646	0.06962323176189147	-4.910382200214494	NA	NA	NA	NA
HERVE-int_00156	-1.1563565999201006	8.608618917779758	-2.3803467900864157	0.040498992139298945	0.06993139921727783	-4.694146681725087	AP | ENV | GAG | INT | RNaseH | RT	0.657	HERVE	RNaseH:0.66 | RT:0.59 | AP:0.56 | ENV:0.35 | GAG:0.29 | INT:0.22
ERVL-B4-int_01438	1.2352826902952592	6.391167438176001	2.375090542392944	0.040853225224455954	0.07033859647341112	-4.322759506336923	NA	NA	NA	NA
LTR49-int_01058	-0.8614138551437797	8.025961925322328	-2.3661504900223442	0.041462754699372203	0.07109602074922775	-4.639535580803996	NA	NA	NA	NA
HUERS-P1-int_00316	0.704748233032246	8.733187176205812	2.36307309261861	0.04167463850646733	0.07109602074922775	-4.751082502067852	NA	NA	NA	NA
HERVIP10FH-int_00280	-1.4717033226565912	11.01507732645671	-2.3623837844427125	0.04172224462279828	0.07109602074922775	-4.9349012020940854	ENV | INT | RNaseH	0.407	HERVIP10FH	ENV:0.41 | RNaseH:0.28 | INT:0.17
HERV9NC-int_00052	-0.7765110436981056	14.094084412607412	-2.361665565495717	0.04177190444693684	0.07109602074922775	-4.975504621689387	NA	NA	NA	NA
HERVH-int_00513	-1.5170459689310172	8.730500658172351	-2.3572982617914042	0.04207512955023853	0.07140750557954767	-4.739835672477682	AP | GAG | INT | RT	0.838	HERVH	AP:0.84 | RT:0.34 | INT:0.20 | GAG:0.13
HERVH-int_00146	0.6086313060511592	8.80621614683699	2.3460498906488962	0.04286613284954285	0.07254268636076482	-4.7892347228634575	ENV | GAG | RNaseH | RT	0.707	HERVH	RNaseH:0.71 | RT:0.26 | GAG:0.12 | ENV:0.10
HERVH-int_00478	0.7752308536851175	6.928373814557757	2.3400042047298686	0.04329730574703725	0.07301677157861156	-4.505708684025977	ENV	0.123	HERVH	ENV:0.12
HERVK9-int_00209	0.9743838532273109	6.731859233221749	2.338682690612791	0.043392121830387	0.07301677157861156	-4.450975147442623	AP | DUT | ENV | GAG | INT | RNaseH | RT	0.746	HERVK9	DUT:0.75 | AP:0.70 | INT:0.67 | RNaseH:0.54 | RT:0.40 | ENV:0.23 | GAG:0.10
HERVH-int_00323	-0.5955031288002778	15.680381866205707	-2.3151200581394566	0.04511737468854084	0.07563630557555391	-5.064602002994874	AP | INT | RT	0.941	HERVH	AP:0.94 | RT:0.37 | INT:0.14
HERVH-int_00666	-1.8614159322053125	5.734415275587406	-2.3139669113855863	0.045203515958453934	0.07563630557555391	-4.3696717874742665	AP | GAG | RT	0.941	HERVH	AP:0.94 | RT:0.34 | GAG:0.13
HERVE-int_00114	0.7611498134880633	6.871125614861761	2.3026498697862037	0.04605752282255957	0.07684878808033817	-4.551476431283842	INT | RNaseH	0.418	HERVE	INT:0.42 | RNaseH:0.33
HERV3-int_00097	-0.4872670803903035	13.366516940382896	-2.293636720240447	0.04674897658246775	0.07778401145654298	-5.078590598161352	NA	NA	NA	NA
ERVL-E-int_01022	0.9039670065871744	7.048531287541917	2.281783519854469	0.04767381279266256	0.07910124245486469	-4.615139804144739	NA	NA	NA	NA
MER34B-int_00440	-0.9425334564469555	6.3203356092912895	-2.2237859693337874	0.052463208143009116	0.08680541960152484	-4.56136866159498	NA	NA	NA	NA
MER21-int_00551	0.9124282294346066	6.584496026078149	2.215382404276277	0.05319499124488252	0.08777173555405615	-4.610861537743146	NA	NA	NA	NA
ERV3-16A3_I-int_02031	0.6671232785558372	8.032069989160016	2.2110159544924035	0.05357913432329546	0.08816068085328949	-4.893875107211532	NA	NA	NA	NA
HERV9-int_00075	0.6053124636523747	10.971928428179712	2.2061387798884184	0.05401139948838279	0.08862644004447341	-5.198904488234833	AP | ENV | GAG | INT | RNaseH | RT	0.956	HERV9	AP:0.96 | RNaseH:0.66 | INT:0.65 | RT:0.58 | ENV:0.28 | GAG:0.14
HERVH-int_00372	0.5839850731325543	8.600944450879016	2.199834224933408	0.05457520069166036	0.08930487385908059	-4.994192871557496	AP | GAG | INT | RT	0.838	HERVH	AP:0.84 | RT:0.37 | INT:0.16 | GAG:0.13
HERVIP10FH-int_00103	0.8856065927629265	7.691432582257473	2.192089679133344	0.05527560727083941	0.09020250197494123	-4.875978752373234	NA	NA	NA	NA
MER66-int_00016	-0.7582363170918257	9.955305174899546	-2.178332791694882	0.056541339264692826	0.0920152206115823	-5.18922198422159	NA	NA	NA	NA
HERVE_a-int_00112	-0.9471754871959548	7.632643399800342	-2.1702517833153316	0.05729790838365806	0.09299168737675652	-4.8938795234519885	INT | RNaseH | RT	1	HERVE_a	RNaseH:1.00 | INT:0.32 | RT:0.10
HERVH-int_01217	-0.5349571684883623	11.84495884816925	-2.1664696890490727	0.057655361122160784	0.0933168515165218	-5.26353605584441	AP | GAG | INT | RT	0.809	HERVH	AP:0.81 | RT:0.34 | INT:0.20 | GAG:0.12
ERVL47-int_00064	0.5103981047200352	11.293449318275695	2.1596712892142262	0.058303327861098674	0.09410917594970818	-5.271975813296496	NA	NA	NA	NA
ERVL-E-int_00230	0.9993981798333452	7.599073257224777	2.1535276671912227	0.058894945484032055	0.09480649760844186	-4.9236246042922645	NA	NA	NA	NA
HERVIP10F-int_00053	1.209931803719867	6.9831333776403275	2.147090701252546	0.059521039884743866	0.09555539916631853	-4.793010463915433	AP | GAG | RNaseH | RT	0.6	HERVIP10F	RNaseH:0.60 | RT:0.44 | AP:0.34 | GAG:0.17
ERVL-B4-int_00732	0.7632779192308707	7.45024355342333	2.1063890003675763	0.06363128332770228	0.10187865848155027	-4.97627409135555	NA	NA	NA	NA
MST-int_00449	-0.9348731727908519	6.785746121586286	-2.102457806564414	0.0640424555481352	0.10226134031073202	-4.805358260264106	NA	NA	NA	NA
MER4B-int_00138	0.5727385073447098	11.047479103744333	2.089771862616168	0.06538681025487246	0.1041280570814859	-5.382802142293176	NA	NA	NA	NA
ERVL-B4-int_01779	0.7775158293303428	6.767714027978319	2.0777669403696595	0.06668394013379464	0.10590978727132089	-4.877198564789442	NA	NA	NA	NA
HERVK9-int_00110	0.7544441828234196	7.394298847278929	2.0724931584071693	0.06726154773518662	0.10654229161253562	-5.020420181291286	AP | DUT | GAG | INT | RNaseH	0.922	HERVK9	AP:0.92 | DUT:0.57 | RNaseH:0.53 | INT:0.35 | GAG:0.07
HERVL-int_01457	3.2685351733507857	6.034499156792254	2.0523641846874483	0.06951056137247164	0.1098118974873621	-4.816169834818992	NA	NA	NA	NA
HERVS71-int_00060	0.9009501688693573	9.065462474906605	2.039732113048041	0.07095851710269534	0.11180201368435287	-5.310733642513672	AP | ENV | GAG | INT | RNaseH | RT	1	HERVS71	AP:1.00 | RT:0.75 | RNaseH:0.64 | GAG:0.51 | INT:0.46 | ENV:0.35
HERVH-int_00597	0.854470172373327	10.404899109991302	2.034694034866295	0.07154401351522675	0.11242451872545023	-5.453059181912602	GAG | INT | RT	0.374	HERVH	RT:0.37 | INT:0.18 | GAG:0.13
ERV3-16A3_I-int_02687	-0.7811641942989102	7.518440542687987	-2.0330835815246022	0.0717321424191004	0.11242451872545023	-5.090181011839608	NA	NA	NA	NA
HERVL74-int_00063	0.8543467192586738	7.202403015803048	2.029230145240151	0.07218420982021524	0.11283531745581014	-5.050889628512202	NA	NA	NA	NA
Harlequin-int_00089	0.45971925308519324	10.759702745770031	2.0240627006342065	0.07279470025849137	0.11330162283433397	-5.483341251351704	ENV | GAG	0.114	Harlequin	ENV:0.11 | GAG:0.07
LTR49-int_00652	0.6739667887763183	7.464940240041654	2.023478678527792	0.07286400660389827	0.11330162283433397	-5.106760223758403	NA	NA	NA	NA
HERV16-int_00626	0.6607585320681668	7.71865053249319	1.9874028073204058	0.0772691594209373	0.11983780860584009	-5.196603609130772	NA	NA	NA	NA
MER92-int_00191	0.765255902275948	7.006403475016013	1.9722628829860367	0.07919228516323851	0.12250056611188456	-5.099389465686454	NA	NA	NA	NA
ERV24_Prim-int_00311	-0.7288850788883287	7.699012627900373	-1.952739484728386	0.08173924543934251	0.12611197867784274	-5.246906333423509	NA	NA	NA	NA
HERVH-int_00507	0.6532729508546785	8.231758352808635	1.9509013333836196	0.08198299723850082	0.12616036362608674	-5.327812593008074	NA	NA	NA	NA
HERVK-int_00007	-0.5167656995948646	12.03740760338377	-1.938888045266282	0.08359304099179915	0.12830559780136613	-5.618227406777491	AP | DUT | ENV | GAG | INT | ORFX | RNaseH | RT	1	HERVK	AP:1.00 | DUT:1.00 | GAG:1.00 | INT:1.00 | RNaseH:1.00 | RT:1.00 | ENV:0.99 | ORFX:0.18
HERV15-int_00024	-0.6538410527198897	8.689192573679087	-1.9358108166677754	0.08401023568067538	0.1284906684096729	-5.412771292315785	ENV	0.29	HERV15	ENV:0.29
HERV3-int_00096	-0.5548927720093512	11.433493371142966	-1.9348107227000815	0.08414624581037501	0.1284906684096729	-5.622007544843124	AP | GAG | INT | RNaseH | RT	0.993	HERV3	RNaseH:0.99 | AP:0.54 | RT:0.37 | INT:0.31 | GAG:0.05
MER34B-int_00304	0.788228013249383	7.368956233889708	1.9261799572667897	0.08532866888997022	0.1299621264631854	-5.238996751772678	NA	NA	NA	NA
MER4-int_00355	-0.5317319277660187	10.07887168507808	-1.9051432771983496	0.08827662265300006	0.13410821958026095	-5.628106965367966	NA	NA	NA	NA
MER4-int_00208	0.6030713589957832	7.328730732824034	1.9024111711547644	0.0886664379681842	0.13435679630893219	-5.271744791192798	NA	NA	NA	NA
MER4-int_00354	-0.6751959915694526	8.24132274962327	-1.885291261158788	0.09114613726557584	0.1377628639586566	-5.420653674660904	NA	NA	NA	NA
HERVE-int_00174	0.6914833802721828	7.1458273749809855	1.874924156183267	0.09267919929897218	0.13970270130575038	-5.279001545029125	AP | GAG | RT	1	HERVE	AP:1.00 | RT:0.56 | GAG:0.29
ERVL-E-int_00403	0.7676729410276204	7.053791059502777	1.87344464613961	0.09289994447099563	0.13970270130575038	-5.256048033367511	NA	NA	NA	NA
Harlequin-int_00029	0.7372220223252577	9.497794134549757	1.8567709247464124	0.09542192669555394	0.1431328900433309	-5.649052682218031	ENV | INT	0.113	Harlequin	INT:0.11 | ENV:0.09
HERVK3-int_00084	0.35839711099325666	12.603128101541694	1.852192201981326	0.0961255934238714	0.1438251951984373	-5.755906996499001	NA	NA	NA	NA
HERVH-int_00523	0.539580540334491	8.994417789945958	1.8476151592084495	0.09683383940896857	0.14452085580132495	-5.59282197110837	ENV | GAG | RNaseH | RT	0.958	HERVH	RT:0.96 | RNaseH:0.41 | ENV:0.33 | GAG:0.11
MER101-int_00471	0.46513005458983536	10.19956036159913	1.8285070847739653	0.09984345978721063	0.14863913562306544	-5.757872785203535	NA	NA	NA	NA
ERVL-E-int_03843	0.6368422444818148	7.299730579437513	1.8261523729789229	0.10022030572605682	0.14882715400319438	-5.380409373178352	NA	NA	NA	NA
PRIMA4-int_00130	0.5165985211741814	8.104666458299725	1.824567461181604	0.10047469775277679	0.1488328440527417	-5.498366919389764	NA	NA	NA	NA
HERVL-int_01165	0.6328240776808358	7.669897188243128	1.8060062592608588	0.1034989106600399	0.15293122619916344	-5.460804514960332	DUT | INT | RT	0.467	HERVL	DUT:0.47 | RT:0.33 | INT:0.10
ERVL-E-int_00001	-0.5544004332895824	8.044937415496925	-1.7881194843455215	0.10649288038968222	0.15696469218727352	-5.5375643772753635	NA	NA	NA	NA
HERVH-int_00799	-0.5042497652547752	8.447749921454376	-1.7754873258742978	0.10865534474687684	0.15975563064268525	-5.6167513357244045	GAG | INT | RT	0.399	HERVH	RT:0.40 | INT:0.20 | GAG:0.12
HERVH-int_00226	-0.591436141820928	8.231754971232968	-1.7737881214571212	0.1089493003880196	0.15979230723576207	-5.585187285802781	AP | INT | RT	0.941	HERVH	AP:0.94 | RT:0.51 | INT:0.20
HERVK3-int_00082	0.3552638371427197	12.855688141370353	1.768306023106105	0.10990268975417192	0.16070346885330977	-5.883170622069617	INT	0.411	HERVK3	INT:0.41
HERV16-int_01094	-0.523040299869096	7.924579200640041	-1.767110417159	0.1101116360661567	0.16070346885330977	-5.552326801838389	NA	NA	NA	NA
LTR52-int_00097	0.5995335620264269	8.001838712354589	1.7648365435779674	0.11051003289744263	0.16088960671833558	-5.569593739769205	NA	NA	NA	NA
HERVK22-int_00118	-0.5712239088959131	7.28544474914304	-1.7494832703574137	0.11323494374782847	0.16445368358486578	-5.470651133444654	GAG | INT | RNaseH | RT	0.971	HERVK22	RNaseH:0.97 | RT:0.35 | INT:0.29 | GAG:0.17
HERV17-int_00344	-0.611424855032999	7.7618157907763985	-1.7390509489641295	0.11512157497254207	0.16664566188813468	-5.57214682155877	ENV | RT	0.954	HERV17	ENV:0.95 | RT:0.39
HERVS71-int_00025	0.6219903483813646	6.844602553237116	1.7380432506509147	0.11530533171047702	0.16664566188813468	-5.410982338485992	ENV | INT | RNaseH	0.386	HERVS71	RNaseH:0.39 | INT:0.27 | ENV:0.09
HERVL66-int_00005	-1.637737587015127	6.326182685817197	-1.731600374606065	0.11648658110249809	0.16794424557010645	-5.311046072835282	NA	NA	NA	NA
MER4-int_00356	-0.5125535509259368	8.82520421718928	-1.703270379969039	0.12181323711077584	0.17519869937966306	-5.776076976518256	NA	NA	NA	NA
HERVL-int_00032	0.37649798863006084	10.154140796350571	1.7005673690521905	0.1223329134938834	0.17552113675209355	-5.941403142787452	DUT | INT | RNaseH | RT	0.577	HERVL	DUT:0.58 | RT:0.44 | RNaseH:0.33 | INT:0.15
MER65-int_00470	0.5666069215822249	8.441641633048702	1.6983283840220726	0.12276490668747223	0.17571651704182772	-5.730365097847713	NA	NA	NA	NA
MER66-int_00393	-0.7493168880902278	6.691357816512811	-1.6640349251633395	0.12955729442959316	0.18475902860341759	-5.443931154668277	NA	NA	NA	NA
MLT1J-int_00304	0.4724755240222881	10.020705627036042	1.6633095965602283	0.1297045705852275	0.18475902860341759	-5.98509995259374	NA	NA	NA	NA
MER34B-int_00644	-0.3482522397543419	14.509393708657196	-1.6409517086089231	0.13431924567299652	0.19087471753531085	-6.081862819538566	NA	NA	NA	NA
LTR53-int_00002	0.43007869661312437	8.235310548981117	1.6194196141738828	0.13890296868177524	0.19691733507631143	-5.811887556886199	NA	NA	NA	NA
LTR37-int_00111	-0.3585837155359238	11.213845597517246	-1.6094634674040469	0.14106958700520678	0.1995127016216496	-6.094832469451143	NA	NA	NA	NA
ERV3-16A3_I-int_00152	0.5620799238076585	7.221237668590259	1.5989945731310704	0.1433804345376886	0.20229923542847275	-5.693071917696834	NA	NA	NA	NA
